Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
Địa chỉ: 886 Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666846,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 40m,4.3
Địa chỉ: Đường Nguyễn Hồng Đào,Phường 4,Quận Tân Bình,Thành phố Hồ Chí Minh,659961,Tin VIP 3,Cho thuê nhà Quận Tân Bình, 35m,9
Địa chỉ: Đường Yên Thế,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,666906,Tin miễn phí,Phòng trọ Quận Tân Bình, 35m,5.5
,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,666932,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,3.8
Địa chỉ: 121/31/14 Đường Ba Cu,Phường 4,,Không rõ,636868,Tin miễn phí,Phòng trọ Thành Phố Vũng Tàu, 12m,0.85
Địa chỉ: 25 Đường Nguyễn Minh Châu,Phường Phú Trung,Quận Tân Phú,Thành phố Hồ Chí Minh,643549,Tin thường,Phòng trọ Quận Tân Phú, 35m,1.5
Địa chỉ: 286 Đường Tô Hiến Thành,Phường 15,Quận 10,Thành phố Hồ Chí Minh,643511,Tin thường,Phòng trọ Quận 10, 40m,1.8
,Phường 2,Quận 8,Thành phố Hồ Chí Minh,643104,Tin thường,Phòng trọ Quận 8, 40m,1.6
Địa chỉ: 338 Đường An Dương Vương,Phường 4,Quận 5,Thành phố Hồ Chí Minh,643940,Tin thường,Phòng trọ Quận 5, 35m,1.5
,,,Không rõ,666951,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 3, 40m,7.8
,Phường 4,Quận 8,Thành phố Hồ Chí Minh,647110,Tin thường,Phòng trọ Quận 8, 30m,1.6
,Phường 15,Quận Phú Nhuận,Thành phố Hồ Chí Minh,643362,Tin thường,Phòng trọ Quận Phú Nhuận, 40m,1.6
,Phường 11,Quận 11,Thành phố Hồ Chí Minh,656480,Tin thường,Phòng trọ Quận 11, 40m,1.5
Địa chỉ: Đường Lê Văn Việt,Phường Hiệp Phú,Quận 9,Thành phố Hồ Chí Minh,296724,Tin VIP 3,Phòng trọ Quận 9, 20m,3.5
,Phường Tân Định,Quận 1,Thành phố Hồ Chí Minh,654544,Tin thường,Phòng trọ Quận 1, 40m,1.6
Địa chỉ: S1.07 Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,Quận 9,Thành phố Hồ Chí Minh,663109,Tin VIP 3,Phòng trọ Quận 9, 80m,1.2
Địa chỉ: Đường Nguyễn Văn Đậu,Phường 6,Quận Bình Thạnh,Thành phố Hồ Chí Minh,608241,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 20m,3.8
Địa chỉ: 573 Đường Sư Vạn Hạnh,Phường 12,Quận 10,Thành phố Hồ Chí Minh,599794,Tin VIP 3,Phòng trọ Quận 10, 35m,1.599
,Phường Thạnh Xuân,Quận 12,Thành phố Hồ Chí Minh,666750,Tin miễn phí,Phòng trọ Quận 12, 25m,3.5
Địa chỉ: Đường Lê Văn Thọ,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,666749,Tin miễn phí,Phòng trọ Quận Gò Vấp, 25m,3.5
Địa chỉ: Đường Lũy Bán Bích,Phường Hòa Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,666947,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú, 74m,11
,Phường Mỹ An,Quận Ngũ Hành Sơn,Thành phố Hồ Chí Minh,666082,Tin VIP 3,Cho thuê nhà Quận Ngũ Hành Sơn, 45m,8
Địa chỉ: Đường Lã Xuân Oai,Phường Tăng Nhơn Phú A,Quận 9,Thành phố Hồ Chí Minh,646051,Tin thường,Phòng trọ Quận 9, 40m,4.4
Địa chỉ: Đường Lã Xuân Oai,Phường Long Trường,Quận 9,Thành phố Hồ Chí Minh,646295,Tin thường,Phòng trọ Quận 9, 30m,4
Địa chỉ: Đường Bình Giã,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,312073,Tin thường,Phòng trọ Quận Tân Bình, 18m,3
Địa chỉ: 205 Đường Phan Văn Hân,Phường 17,Quận Bình Thạnh,Thành phố Hồ Chí Minh,665628,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 12m,2.9
Địa chỉ: Đường Tạ Hiện,Phường Thạnh Mỹ Lợi,Quận 2,Thành phố Hồ Chí Minh,652053,Tin thường,Phòng trọ Quận 2, 30m,4.5
Địa chỉ: 641 Đường Hương lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,666694,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.5
Địa chỉ: 738 Đường Tỉnh Lộ 10,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,609864,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.5
Địa chỉ: Đường Bờ Bao Tân Thắng,Phường Sơn Kỳ,Quận Tân Phú,Thành phố Hồ Chí Minh,658626,Tin thường,Phòng trọ Quận Tân Phú, 30m,3.8
Địa chỉ: Đường Kinh Dương Vương,Phường 13,Quận 6,Thành phố Hồ Chí Minh,661731,Tin thường,Phòng trọ Quận 6, 28m,3.6
Địa chỉ: Đường Tân Hòa Đông,Phường 14,Quận 6,Thành phố Hồ Chí Minh,647650,Tin thường,Phòng trọ Quận 6, 28m,3.5
Địa chỉ: Đường Sư Vạn Hạnh,Phường 12,Quận 10,Thành phố Hồ Chí Minh,666446,Tin thường,Cho thuê mặt bằng Quận 10, 1000m,360
Địa chỉ: 960 Đường Hương lộ 2,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,665806,Tin thường,Phòng trọ Quận Bình Tân, 28m,2.6
,Phường An Khê,Quận Thanh Khê,Thành phố Hồ Chí Minh,665332,Tin VIP 3,Phòng trọ Quận Thanh Khê, 25m,2
Địa chỉ: Đường Điện Biên Phủ,Phường 6,Quận 3,Thành phố Hồ Chí Minh,666465,Tin thường,Cho thuê mặt bằng Quận 3, 430m,130
Địa chỉ: Đường Phú Thọ,Phường 5,Quận 11,Thành phố Hồ Chí Minh,666471,Tin thường,Cho thuê mặt bằng Quận 11, 220m,25
,Phường Bến Thành,Quận 1,Thành phố Hồ Chí Minh,666479,Tin thường,Cho thuê mặt bằng Quận 1, 160m,35
Địa chỉ: Đường Điện Biên Phủ,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,652185,Tin thường,Cho thuê nhà Quận Bình Thạnh, 128m,30
,Phường Hòa Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,666943,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú, 60m,9
,Phường Cát Lái,Quận 2,Thành phố Hồ Chí Minh,666918,Tin thường,Phòng trọ Quận 2, 30m,3.6
Địa chỉ: Đường Thạnh Mỹ Lợi,Phường Thạnh Mỹ Lợi,Quận 2,Thành phố Hồ Chí Minh,666940,Tin thường,Phòng trọ Quận 2, 30m,4
Địa chỉ: Đường số 4 Cư xá Đô Thành,Phường 4,Quận 3,Thành phố Hồ Chí Minh,666719,Tin thường,Cho thuê nhà Quận 3, 108m,16
,Phường Cát Lái,Quận 2,Thành phố Hồ Chí Minh,666847,Tin thường,Phòng trọ Quận 2, 28m,3.5
Địa chỉ: Đường Văn Chung,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666743,Tin thường,Phòng trọ Quận Tân Bình, 30m,4.5
Địa chỉ: Đường Ni Sư Huỳnh Liên,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,664773,Tin thường,Phòng trọ Quận Tân Bình, 40m,4
Địa chỉ: 333/7A Đường Lê Văn Sỹ,Phường 1,Quận Tân Bình,Thành phố Hồ Chí Minh,658886,Tin thường,Phòng trọ Quận Tân Bình, 25m,4
,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,666944,Tin thường,Phòng trọ Quận Bình Tân, 25m,3.5
Địa chỉ: Đường Hương lộ 2,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,664759,Tin thường,Phòng trọ Quận Bình Tân, 25m,3.2
Địa chỉ: Đường Khuông Việt,Phường Phú Trung,Quận Tân Phú,Thành phố Hồ Chí Minh,666862,Tin thường,Phòng trọ Quận Tân Phú, 20m,3.2
Địa chỉ: 40/2A Đường Hoàng Bật Đạt,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,638616,Tin thường,Phòng trọ Quận Tân Bình, 30m,3.5
,Phường 3,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666945,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 70m,9
Địa chỉ: 711/24/28 Đường Quốc lộ 1A,Phường Thạnh Xuân,Quận 12,Thành phố Hồ Chí Minh,589171,Tin thường,Phòng trọ Quận 12, 35m,3
Địa chỉ: Đường Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666946,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 70m,9
Địa chỉ: Đường Dương Quảng Hàm,Phường 6,Quận Gò Vấp,Thành phố Hồ Chí Minh,666642,Tin miễn phí,Phòng trọ Quận Gò Vấp, 35m,4
Địa chỉ: Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666890,Tin VIP 1,Phòng trọ Quận Bình Thạnh, 32m,4.8
Địa chỉ: 449/17 Đường Trường Chinh,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,661397,Tin VIP 1,Phòng trọ Quận Tân Bình, 18m,3.3
Địa chỉ: Đường Quảng Hàm,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,666519,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,3.7
Địa chỉ: 43/3 Đường Thành Thái,Phường 14,Quận 10,Thành phố Hồ Chí Minh,612116,Tin VIP nổi bật,Phòng trọ Quận 10, 25m,4.5
Địa chỉ: 50 Đường Phạm Cự Lượng,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,314706,Tin VIP nổi bật,Phòng trọ Quận Tân Bình, 20m,4
Địa chỉ: 346 Đường Phạm Văn Bạch,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,64946,Tin VIP nổi bật,Phòng trọ Quận Tân Bình, 20m,3.2
Địa chỉ: 69/38/11 Đường Nguyễn Gia Trí,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,582881,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh, 30m,1.8
Địa chỉ: 60 Đường Huỳnh Khương An,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,595846,Tin VIP nổi bật,Phòng trọ Quận Gò Vấp, 30m,1.299
Địa chỉ: 97/15 Đường Ung Văn Khiêm,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,649687,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh, 30m,4.5
Địa chỉ: 64 Đường Trương Văn Bang,Phường Bình Trưng Tây,Quận 2,Thành phố Hồ Chí Minh,4345,Tin VIP nổi bật,Phòng trọ Quận 2, 16m,3
Địa chỉ: 842/43 Đường Nguyễn Kiệm,Phường 3,Quận Gò Vấp,Thành phố Hồ Chí Minh,666557,Tin VIP nổi bật,Phòng trọ Quận Gò Vấp, 22m,7
,Phường Phú Mỹ,Quận 7,Thành phố Hồ Chí Minh,666751,Tin VIP nổi bật,Phòng trọ Quận 7, 32m,3.9
Địa chỉ: Đường Hoàng Ngân,Phường 16,Quận 8,Thành phố Hồ Chí Minh,20126,Tin VIP nổi bật,Phòng trọ Quận 8, 18m,1.8
Địa chỉ: Đường số 61,Phường Thạnh Mỹ Lợi,Quận 2,Thành phố Hồ Chí Minh,315940,Tin VIP nổi bật,Phòng trọ Quận 2, 35m,6.2
,Phường 22,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666724,Tin VIP nổi bật,Cho thuê nhà Quận Bình Thạnh, 30m,6.8
Địa chỉ: 139 Đường Ngô Tất Tố,Phường 22,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666613,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh, 15m,2.8
Địa chỉ: 153/5 Đường Nguyễn Thị Minh Khai,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,666748,Tin VIP nổi bật,Cho thuê mặt bằng Quận 1, 38m,6.5
Địa chỉ: 796 Đường Lê Đức Thọ,Phường 15,Quận Gò Vấp,Thành phố Hồ Chí Minh,277630,Tin VIP nổi bật,Phòng trọ Quận Gò Vấp, 30m,3
Địa chỉ: 48/13 Đường Lương Thế Vinh,Phường Tân Thới Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,603145,Tin VIP nổi bật,Phòng trọ Quận Tân Phú, 20m,1.8
Địa chỉ: 55 Đường Tây Lân,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,666849,Tin VIP nổi bật,Phòng trọ Quận Bình Tân, 30m,2
Địa chỉ: 44 Đường Phạm Văn Nghị,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Thành phố Hồ Chí Minh,664747,Tin VIP 1,Phòng trọ Quận Bắc Từ Liêm, 30m,2.6
,Phường Đa Kao,Quận 1,Thành phố Hồ Chí Minh,666722,Tin miễn phí,Phòng trọ Quận 1, 28m,6.5
Địa chỉ: Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp,Thành phố Hồ Chí Minh,666878,Tin miễn phí,Phòng trọ Quận Gò Vấp, 24m,3.8
Địa chỉ: Đường Hoàng Diệu,Phường 9,Quận 4,Thành phố Hồ Chí Minh,666877,Tin thường,Phòng trọ Quận 4, 20m,4
Địa chỉ: Đường Bùi Văn Ba,Phường Tân Thuận Đông,Quận 7,Thành phố Hồ Chí Minh,666787,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 35m,6
Địa chỉ: 105/39 Phố số 59,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,305137,Tin thường,Tìm người ở ghép Quận Gò Vấp, 30m,1.5
Địa chỉ: 711 Đường Quốc lộ 1A,Phường Thạnh Xuân,Quận 12,Thành phố Hồ Chí Minh,583367,Tin thường,Phòng trọ Quận 12, 35m,3
Địa chỉ: Đường Lâm Hoành,Phường An Lạc A,Quận Bình Tân,Thành phố Hồ Chí Minh,648330,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.9
Địa chỉ: Đường Lê Văn Sỹ,Phường 13,Quận 3,Thành phố Hồ Chí Minh,666802,Tin thường,Phòng trọ Quận 3, 27m,6.1
Địa chỉ: Đường Bình Lợi,Phường 13,Quận Bình Thạnh,Thành phố Hồ Chí Minh,610093,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,4
Địa chỉ: Đường Nguyễn Thị Thập,Phường Bình Thuận,Quận 7,Thành phố Hồ Chí Minh,593780,Tin thường,Phòng trọ Quận 7, 28m,4.2
,Phường An Lạc,Quận Bình Tân,Thành phố Hồ Chí Minh,646503,Tin thường,Phòng trọ Quận Bình Tân, 30m,2.8
Địa chỉ: Đường Trần Xuân Soạn,Phường Tân Kiểng,Quận 7,Thành phố Hồ Chí Minh,666700,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
Địa chỉ: Đường Trần Xuân Soạn,Phường Tân Kiểng,Quận 7,Thành phố Hồ Chí Minh,666698,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
Địa chỉ: 350 Đường Lê Đức Thọ,Phường 6,Quận Gò Vấp,Thành phố Hồ Chí Minh,665975,Tin thường,Phòng trọ Quận Gò Vấp, 25m,2.8
,Phường Thanh Xuân Nam,Quận Thanh Xuân,Thành phố Hồ Chí Minh,590482,Tin thường,Phòng trọ Quận Thanh Xuân, 35m,4.5
Địa chỉ: Đường Trần Xuân Soạn,Phường Tân Kiểng,Quận 7,Thành phố Hồ Chí Minh,666699,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 40m,12
,Phường Trung Hòa,Quận Cầu Giấy,Thành phố Hồ Chí Minh,605632,Tin thường,Cho thuê căn hộ mini Quận Cầu Giấy, 25m,5.95
Địa chỉ: 204 Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Thành phố Hồ Chí Minh,605327,Tin thường,Cho thuê căn hộ dịch vụ Quận Cầu Giấy, 25m,7.5
,Phường Tân Chánh Hiệp,Quận 12,Thành phố Hồ Chí Minh,666697,Tin thường,Cho thuê căn hộ dịch vụ Quận 12, 15m,2.5
Địa chỉ: Đường Bạch Đằng,Phường 15,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666679,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 35m,7.5
,Phường Bình Thọ,,Không rõ,666678,Tin thường,Phòng trọ Thủ Đức, 18m,4
Địa chỉ: Đường Ngô Bệ,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666581,Tin thường,Phòng trọ Quận Tân Bình, 20m,4.5
,Phường 9,Quận Phú Nhuận,Thành phố Hồ Chí Minh,666577,Tin thường,Phòng trọ Quận Phú Nhuận, 12m,3.8
Địa chỉ: Đường Nguyễn Kiệm,Phường 9,Quận Phú Nhuận,Thành phố Hồ Chí Minh,666478,Tin thường,Phòng trọ Quận Phú Nhuận, 10m,3.3
Địa chỉ: Đường Văn Chung,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666680,Tin thường,Phòng trọ Quận Tân Bình, 18m,3
Địa chỉ: Đường Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666681,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 50m,8
Địa chỉ: Đường Hoàng Hoa Thám,Phường 2,,Không rõ,630336,Tin thường,Phòng trọ Thành Phố Vũng Tàu, 30m,2.8
Địa chỉ: 2 Đường Nguyễn Thị Tú,Phường Bình Hưng Hòa B,Quận Bình Tân,Thành phố Hồ Chí Minh,664901,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.6
Địa chỉ: 258 Đường Tân Sơn Nhì,Phường Tân Sơn Nhì,Quận Tân Phú,Thành phố Hồ Chí Minh,662314,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
Địa chỉ: 31 Đường Trịnh Đình Thảo,Phường Hòa Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,647932,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
Địa chỉ: 550 Đường Trường Chinh,Phường Tân Hưng Thuận,Quận 12,Thành phố Hồ Chí Minh,666644,Tin thường,Phòng trọ Quận 12, 20m,3.3
Địa chỉ: 103/19 Đường Nguyễn Hồng Đào,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,666646,Tin thường,Phòng trọ Quận Tân Bình, 20m,6.5
,Phường 2,Quận Phú Nhuận,Thành phố Hồ Chí Minh,629545,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 30m,6
Địa chỉ: 180 Đường Tân Thới Nhất 8,Phường Tân Thới Nhất,Quận 12,Thành phố Hồ Chí Minh,666647,Tin thường,Phòng trọ Quận 12, 20m,2.3
Địa chỉ: 588 Đường Tân Kỳ Tân Quý,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,666648,Tin thường,Phòng trọ Quận Bình Tân, 20m,3.3
Địa chỉ: 19 Đường Nguyễn Quang Bích,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666650,Tin thường,Phòng trọ Quận Tân Bình, 20m,4.6
Địa chỉ: 32 Đường Hoàng Hoa Thám,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,666656,Tin thường,Phòng trọ Quận Tân Bình, 20m,6
Địa chỉ: 72 Đường Đông Hưng Thuận 40,Phường Đông Hưng Thuận,Quận 12,Thành phố Hồ Chí Minh,666653,Tin thường,Phòng trọ Quận 12, 25m,6
Địa chỉ: 62/3 Đường Nhất Chi Mai,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,666655,Tin thường,Phòng trọ Quận Tân Bình, 20m,3.1
Địa chỉ: Đường Trần Thị Nghĩ,Phường 7,Quận Gò Vấp,Thành phố Hồ Chí Minh,633380,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.4
Địa chỉ: 380 Đường Trường Chinh,Phường Tân Hưng Thuận,Quận 12,Thành phố Hồ Chí Minh,666658,Tin thường,Phòng trọ Quận 12, 20m,3.4
Địa chỉ: 105 Đường Lê Văn Khương,Phường Thới An,Quận 12,Thành phố Hồ Chí Minh,666662,Tin thường,Phòng trọ Quận 12, 20m,2.8
Địa chỉ: 2276/6 Đường Quốc lộ 1A,Phường Trung Mỹ Tây,Quận 12,Thành phố Hồ Chí Minh,666660,Tin thường,Phòng trọ Quận 12, 20m,3.5
,,,Không rõ,666664,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,3.4
Địa chỉ: Đường Tỉnh Lộ 10,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,631451,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.6
Địa chỉ: Đường Hương lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,654549,Tin thường,Phòng trọ Quận Bình Tân, 30m,3
,Phường 2,Quận 3,Thành phố Hồ Chí Minh,666682,Tin miễn phí,Cho thuê căn hộ Quận 3, 50m,8
,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,662750,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.5
Địa chỉ: Đường Phan Xích Long,Phường 2,Quận Phú Nhuận,Thành phố Hồ Chí Minh,637252,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 30m,5.5
,Phường 14,Quận 3,Thành phố Hồ Chí Minh,601704,Tin thường,Phòng trọ Quận 3, 30m,7
Địa chỉ: Đường Trường Sa,Phường 13,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666683,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 40m,9
Địa chỉ: 338/18 Đường An Dương Vương,Phường 4,Quận 5,Thành phố Hồ Chí Minh,627226,Tin thường,Phòng trọ Quận 5, 20m,0.7
Địa chỉ: Đường Phạm Hùng,Phường 5,Quận 8,Thành phố Hồ Chí Minh,285226,Tin thường,Phòng trọ Quận 8, 20m,0.7
Địa chỉ: Đường Xô Viết Nghệ Tĩnh,Phường 19,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666684,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 50m,8
Địa chỉ: Đường Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Thành phố Hồ Chí Minh,666685,Tin miễn phí,Cho thuê căn hộ Quận Bình Thạnh, 50m,8
Địa chỉ: 436 Đường Nguyễn Thị Thập,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,294492,Tin thường,Phòng trọ Quận 7, 15m,0.95
,Phường 12,Quận Tân Bình,Thành phố Hồ Chí Minh,666686,Tin thường,Phòng trọ Quận Tân Bình, 28m,2.9
Địa chỉ: Đường Mễ Trì Thượng,Phường Mễ Trì,Quận Nam Từ Liêm,Thành phố Hồ Chí Minh,314893,Tin thường,Cho thuê căn hộ mini Quận Nam Từ Liêm, 40m,5.6
