Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
Trần Khắc Chân,Tân Định,1,Hồ Chí Minh,597921,Tin miễn phí,Phòng trọ Quận 1, 30m,5.5
Nguyễn Ảnh Thủ,Tân Chánh Hiệp,12,Hồ Chí Minh,659572,Tin thường,Phòng trọ Quận 12, 30m,1.2
,An Hải Tây,Sơn Trà,Hồ Chí Minh,638781,Tin thường,Phòng trọ Quận Sơn Trà, 21m,2.7
Xô Viết Nghệ Tĩnh,26,Bình Thạnh,Hồ Chí Minh,666271,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,3.9
Âu Dương Lân,2,8,Hồ Chí Minh,664232,Tin thường,Phòng trọ Quận 8, 20m,5.5
,An Phú Đông,12,Hồ Chí Minh,665992,Tin thường,Phòng trọ Quận 12, 22m,3.6
229  Diên Hồng,1,Bình Thạnh,Hồ Chí Minh,629140,Tin thường,Phòng trọ Quận Bình Thạnh, 27m,4.9
Sư Vạn Hạnh,9,10,Hồ Chí Minh,665267,Tin thường,Phòng trọ Quận 10, 20m,4.2
148/20  số 3 Cư xá Lữ Gia,15,11,Hồ Chí Minh,607522,Tin thường,Phòng trọ Quận 11, 9m,1.1
711  Quốc lộ 1A,Thạnh Xuân,12,Hồ Chí Minh,639025,Tin thường,Phòng trọ Quận 12, 35m,3
Nguyễn Tử Nha,12,Tân Bình,Hồ Chí Minh,631561,Tin thường,Cho thuê căn hộ mini Quận Tân Bình, 20m,4.9
,Thanh Xuân Trung,Thanh Xuân,Hồ Chí Minh,666381,Tin thường,Phòng trọ Quận Thanh Xuân, 25m,3.8
380  Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,666383,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,5.7
Trường Chinh,Sơn Kỳ,Tân Phú,Hồ Chí Minh,629086,Tin thường,Phòng trọ Quận Tân Phú, 31m,1.5
,11,Tân Bình,Hồ Chí Minh,666385,Tin miễn phí,Cho thuê căn hộ Quận Tân Bình, 170m,20
số 35CL,Cát Lái,2,Hồ Chí Minh,666386,Tin thường,Phòng trọ Quận 2, 25m,4.5
,Bình Thuận,7,Hồ Chí Minh,666387,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 30m,9
,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,666390,Tin miễn phí,Phòng trọ Huyện Bình Chánh, 15m,3
Nguyễn Thị Thập,Bình Thuận,7,Hồ Chí Minh,666392,Tin thường,Phòng trọ Quận 7, 25m,4.4
Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,599014,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,5
Lê Văn Huân,13,Tân Bình,Hồ Chí Minh,664764,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Bình, 45m,5.5
,7,3,Hồ Chí Minh,603642,Tin thường,Phòng trọ Quận 3, 20m,4.5
,13,Tân Bình,Hồ Chí Minh,596703,Tin thường,Cho thuê căn hộ mini Quận Tân Bình, 25m,3.5
,5,Gò Vấp,Hồ Chí Minh,589601,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.9
Thích Quảng Đức,5,Phú Nhuận,Hồ Chí Minh,659542,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3.2
Nguyễn Thái Sơn,5,Gò Vấp,Hồ Chí Minh,619962,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Hương lộ 2,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,666401,Tin thường,Phòng trọ Quận Bình Tân, 25m,3.5
,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,666384,Tin thường,Phòng trọ Quận Bình Tân, 20m,3.6
,Xã Tân Triều,Huyện Thanh Trì,Hồ Chí Minh,660798,Tin thường,Phòng trọ Huyện Thanh Trì, 25m,3.4
số 20,5,Gò Vấp,Hồ Chí Minh,666402,Tin miễn phí,Phòng trọ Quận Gò Vấp, 25m,5.2
,24,Bình Thạnh,Hồ Chí Minh,115543,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,3.2
,Cổ Nhuế 2,Bắc Từ Liêm,Hồ Chí Minh,666412,Tin thường,Phòng trọ Quận Bắc Từ Liêm, 25m,2.5
Gò Dầu,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,666308,Tin thường,Phòng trọ Quận Tân Phú, 25m,5
153/15/9  Nguyễn Thượng Hiền,6,Bình Thạnh,Hồ Chí Minh,666420,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 28m,3.5
212b/d93b  Nguyễn Trãi,Nguyễn Cư Trinh,1,Hồ Chí Minh,666422,Tin miễn phí,Phòng trọ Quận 1, 22m,2.8
Hồ Bá Kiện,15,10,Hồ Chí Minh,666046,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 10, 30m,5.5
,Thạnh Xuân,12,Hồ Chí Minh,645542,Tin thường,Phòng trọ Quận 12, 18m,1.6
393  Cách Mạng Tháng Tám,13,10,Hồ Chí Minh,666425,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 10, 50m,8.9
120  Trường Chinh,12,Tân Bình,Hồ Chí Minh,666423,Tin thường,Phòng trọ Quận Tân Bình, 25m,5
Muồng Tím,Cát Lái,2,Hồ Chí Minh,666426,Tin thường,Cho thuê căn hộ dịch vụ Quận 2, 40m,5
,8,11,Hồ Chí Minh,645605,Tin thường,Phòng trọ Quận 11, 40m,3.3
236/25  Điện Biên Phủ,17,Bình Thạnh,Hồ Chí Minh,653205,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 15m,3.5
Hiền Vương,Phú Thạnh,Tân Phú,Hồ Chí Minh,666104,Tin thường,Phòng trọ Quận Tân Phú, 20m,4.5
68  số 79,Tân Quy,7,Hồ Chí Minh,652083,Tin thường,Phòng trọ Quận 7, 30m,5.5
Nguyễn Kiệm,3,Gò Vấp,Hồ Chí Minh,666480,Tin thường,Phòng trọ Quận Gò Vấp, 28m,5.3
30  số 23,Tân Quy,7,Hồ Chí Minh,656895,Tin thường,Phòng trọ Quận 7, 30m,5.2
,Tân Quy,7,Hồ Chí Minh,663950,Tin thường,Phòng trọ Quận 7, 40m,5.3
Nguyễn Thị Kiểu,Tân Thới Hiệp,12,Hồ Chí Minh,666353,Tin thường,Phòng trọ Quận 12, 35m,4.4
Võ Thị Liễu,An Phú Đông,12,Hồ Chí Minh,666297,Tin miễn phí,Phòng trọ Quận 12, 22m,3.5
Âu Cơ,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,666115,Tin miễn phí,Phòng trọ Quận Tân Phú, 25m,4
Nguyễn Sơn,Phú Thạnh,Tân Phú,Hồ Chí Minh,660982,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 40m,6
273  Nguyễn Văn Đậu,11,Bình Thạnh,Hồ Chí Minh,666625,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,6
40  Thoại Ngọc Hầu,Hòa Thạnh,Tân Phú,Hồ Chí Minh,661214,Tin thường,Cho thuê căn hộ Quận Tân Phú, 30m,4
2  Tô Hiệu,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,664826,Tin thường,Phòng trọ Quận Tân Phú, 25m,2.4
59  số 51,14,Gò Vấp,Hồ Chí Minh,646411,Tin thường,Tìm người ở ghép Quận Gò Vấp, 30m,1.5
405  Trường Chinh,14,Tân Bình,Hồ Chí Minh,662317,Tin thường,Phòng trọ Quận Tân Bình, 28m,3.7
73  Phạm Văn Bạch,15,Tân Bình,Hồ Chí Minh,661359,Tin thường,Phòng trọ Quận Tân Bình, 30m,3.6
20  Tân Thắng,Sơn Kỳ,Tân Phú,Hồ Chí Minh,665274,Tin thường,Phòng trọ Quận Tân Phú, 30m,4
,Phú Thuận,7,Hồ Chí Minh,665958,Tin miễn phí,Tìm người ở ghép Quận 7, 25m,2.7
332  Phan Văn Trị,11,Bình Thạnh,Hồ Chí Minh,666382,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 30m,6.2
Tân Mỹ,Tân Thuận Tây,7,Hồ Chí Minh,658411,Tin thường,Cho thuê mặt bằng Quận 7, 50m,7
Đặng Thuỳ Trâm,13,Bình Thạnh,Hồ Chí Minh,617747,Tin thường,Phòng trọ Quận Bình Thạnh, 28m,0.047
Lâm Văn Bền,Tân Kiểng,7,Hồ Chí Minh,655228,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 40m,8
212A  Bình Trị Đông,Bình Trị Đông,Bình Tân,Hồ Chí Minh,304663,Tin miễn phí,Phòng trọ Quận Bình Tân, 20m,2.2
,9,3,Hồ Chí Minh,663126,Tin miễn phí,Phòng trọ Quận 3, 40m,4.5
,5,8,Hồ Chí Minh,666372,Tin thường,Phòng trọ Quận 8, 45m,5
,14,3,Hồ Chí Minh,643728,Tin thường,Phòng trọ Quận 3, 35m,1.8
358/1/15  Cách Mạng Tháng Tám,10,3,Hồ Chí Minh,666388,Tin thường,Phòng trọ Quận 3, 13m,2
,Tăng Nhơn Phú A,9,Hồ Chí Minh,666339,Tin miễn phí,Phòng trọ Quận 9, 50m,4.3
358  Chu Văn An,12,Bình Thạnh,Hồ Chí Minh,646797,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.5
,15,Phú Nhuận,Hồ Chí Minh,620744,Tin thường,Phòng trọ Quận Phú Nhuận, 40m,5.3
Số 8 ngõ 119 Phố Lê Thanh Nghị,Đồng Tâm,Hai Bà Trưng,Hồ Chí Minh,663628,Tin thường,Phòng trọ Quận Hai Bà Trưng, 18m,2
,17,Phú Nhuận,Hồ Chí Minh,663410,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 35m,6.7
Bùi Đình Túy,12,Bình Thạnh,Hồ Chí Minh,666627,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 23m,5.5
Lý Chiêu Hoàng,11,6,Hồ Chí Minh,639273,Tin thường,Cho thuê căn hộ mini Quận 6, 40m,4
,Hiệp Tân,Tân Phú,Hồ Chí Minh,666272,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 25m,4.8
1382  Quang Trung,14,Gò Vấp,Hồ Chí Minh,666369,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.1
Âu Cơ,Phú Trung,Tân Phú,Hồ Chí Minh,659920,Tin thường,Phòng trọ Quận Tân Phú, 25m,4
,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,666333,Tin thường,Phòng trọ Quận Tân Phú, 25m,4.7
463/1E  Cách Mạng Tháng Tám,13,10,Hồ Chí Minh,313569,Tin thường,Tìm người ở ghép Quận 10, 60m,0.65
142/30  Lê Lợi,4,Gò Vấp,Hồ Chí Minh,281785,Tin thường,Phòng trọ Quận Gò Vấp, 40m,1
142/30  Lê Lợi,4,Gò Vấp,Hồ Chí Minh,635851,Tin thường,Phòng trọ Quận Gò Vấp, 20m,4.5
Trần Quốc Tuấn,1,Gò Vấp,Hồ Chí Minh,620924,Tin thường,Phòng trọ Quận Gò Vấp, 125m,1.5
Đỗ Xuân Hợp,Phước Long B,9,Hồ Chí Minh,666409,Tin thường,Phòng trọ Quận 9, 25m,1.6
,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,665813,Tin thường,Phòng trọ Quận Bình Tân, 20m,2.2
Phố Nguyễn Xí,13,Bình Thạnh,Hồ Chí Minh,618582,Tin thường,Phòng trọ Quận Bình Thạnh, 200m,1.7
,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,666345,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.3
Đặng Văn Bi,Trường Thọ,Thủ Đức,Hồ Chí Minh,626968,Tin thường,Phòng trọ Thủ Đức, 135m,1.5
155  Lý Tự Trọng,Bến Thành,1,Hồ Chí Minh,665753,Tin miễn phí,Cho thuê nhà Quận 1, 500m,0.35
85  Cách Mạng Tháng Tám,Bến Thành,1,Hồ Chí Minh,665563,Tin miễn phí,Cho thuê mặt bằng Quận 1, 270m,0.35
Bạch Đằng,2,Bình Thạnh,Hồ Chí Minh,620995,Tin thường,Phòng trọ Quận Bình Thạnh, 25m,2.8
92/21/16  Xô Viết Nghệ Tĩnh,21,Bình Thạnh,Hồ Chí Minh,146378,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,2.8
223  Phạm Văn Bạch,15,Tân Bình,Hồ Chí Minh,647935,Tin thường,Phòng trọ Quận Tân Bình, 25m,3
,25,Bình Thạnh,Hồ Chí Minh,649616,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,1.1
,14,3,Hồ Chí Minh,666325,Tin thường,Cho thuê căn hộ dịch vụ Quận 3, 40m,8
Nguyễn Tiểu La,5,10,Hồ Chí Minh,666318,Tin thường,Cho thuê căn hộ mini Quận 10, 30m,8
Lê Văn Sỹ,1,Tân Bình,Hồ Chí Minh,664983,Tin thường,Phòng trọ Quận Tân Bình, 45m,4.5
Huỳnh Tấn Phát,Tân Thuận Tây,7,Hồ Chí Minh,665531,Tin thường,Cho thuê căn hộ dịch vụ Quận 7, 30m,7.8
15  Nguyễn Lương Bằng,Phú Mỹ,7,Hồ Chí Minh,665385,Tin thường,Phòng trọ Quận 7, 12m,1.6
83/49/4  Trương Đăng Quế,3,Gò Vấp,Hồ Chí Minh,666416,Tin thường,Phòng trọ Quận Gò Vấp, 30m,1.65
14  Nguyễn Văn Lượng,6,Gò Vấp,Hồ Chí Minh,665850,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.6
87  số 6,15,Gò Vấp,Hồ Chí Minh,666371,Tin thường,Phòng trọ Quận Gò Vấp, 30m,4.3
50  Phạm Cự Lượng,2,Tân Bình,Hồ Chí Minh,306896,Tin thường,Phòng trọ Quận Tân Bình, 17m,1.6
Điện Biên Phủ,11,10,Hồ Chí Minh,655017,Tin thường,Phòng trọ Quận 10, 200m,0.95
Xô Viết Nghệ Tĩnh,21,Bình Thạnh,Hồ Chí Minh,654779,Tin thường,Phòng trọ Quận Bình Thạnh, 99m,0.95
,17,Phú Nhuận,Hồ Chí Minh,654893,Tin thường,Phòng trọ Quận Phú Nhuận, 250m,0.95
Tô Hiến Thành,14,10,Hồ Chí Minh,650326,Tin thường,Phòng trọ Quận 10, 99m,0.95
62  Đoàn Giỏi,Sơn Kỳ,Tân Phú,Hồ Chí Minh,632447,Tin thường,Phòng trọ Quận Tân Phú, 15m,2.4
,Xã Tân Phú Trung,Huyện Củ Chi,Hồ Chí Minh,621453,Tin thường,Cho thuê mặt bằng Huyện Củ Chi, 1000m,3
Hẻm 629  Cách Mạng Tháng Tám,15,10,Hồ Chí Minh,281161,Tin thường,Phòng trọ Quận 10, 8m,1.6
Hồ Đắc Di,Tây Thạnh,Tân Phú,Hồ Chí Minh,622670,Tin thường,Tìm người ở ghép Quận Tân Phú, 20m,1
151  Tây Thạnh,Tây Thạnh,Tân Phú,Hồ Chí Minh,661216,Tin thường,Phòng trọ Quận Tân Phú, 28m,3.7
,An Phú Đông,12,Hồ Chí Minh,648676,Tin thường,Phòng trọ Quận 12, 275m,1.5
293  Bình Long,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,664820,Tin thường,Phòng trọ Quận Bình Tân, 252m,2.5
98  Vườn Lài,Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,659765,Tin thường,Phòng trọ Quận Tân Phú, 28m,3.5
964  Hương lộ 2,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,664818,Tin thường,Phòng trọ Quận Bình Tân, 25m,2.5
220  Hoàng Văn Thụ,4,Tân Bình,Hồ Chí Minh,664076,Tin thường,Phòng trọ Quận Tân Bình, 30m,4.5
575  Hậu Giang,11,6,Hồ Chí Minh,663989,Tin thường,Phòng trọ Quận 6, 28m,3.8
Lê Văn Tâm,Khuê Mỹ,Ngũ Hành Sơn,Hồ Chí Minh,289447,Tin thường,Phòng trọ Quận Ngũ Hành Sơn, 25m,2
14  Hồ Văn Huê,9,Phú Nhuận,Hồ Chí Minh,659630,Tin thường,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 30m,4.5
Nguyễn Thị Định,Thạnh Mỹ Lợi,2,Hồ Chí Minh,665944,Tin thường,Phòng trọ Quận 2, 25m,3.2
72 đường 2KDC Khang An  Liên Phường,Phước Long B,9,Hồ Chí Minh,664172,Tin thường,Phòng trọ Quận 9, 35m,4
,6,5,Hồ Chí Minh,648119,Tin thường,Phòng trọ Quận 5, 60m,1.4
Thích Quảng Đức,5,Phú Nhuận,Hồ Chí Minh,596167,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3.3
Quách Văn Tuấn,12,Tân Bình,Hồ Chí Minh,666321,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình, 20m,5.2
Cộng Hòa,13,Tân Bình,Hồ Chí Minh,666324,Tin miễn phí,Phòng trọ Quận Tân Bình, 22m,4.9
,5,Tân Bình,Hồ Chí Minh,666240,Tin miễn phí,Cho thuê căn hộ mini Quận Tân Bình, 20m,5.6
Lê Văn Sỹ,1,Tân Bình,Hồ Chí Minh,666241,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 25m,5.6
477  Âu Cơ,Phú Trung,Tân Phú,Hồ Chí Minh,642939,Tin thường,Phòng trọ Quận Tân Phú, 40m,1.5
54  Bạch Đằng,2,Tân Bình,Hồ Chí Minh,650812,Tin thường,Phòng trọ Quận Tân Bình, 35m,1.2
241  Nguyễn Thái Bình,4,Tân Bình,Hồ Chí Minh,650224,Tin thường,Phòng trọ Quận Tân Bình, 30m,1.5
Cộng Hòa,13,Tân Bình,Hồ Chí Minh,666592,Tin thường,Phòng trọ Quận Tân Bình, 20m,2.7
,11,Bình Thạnh,Hồ Chí Minh,642038,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,5
Trần Bá Giao,5,Gò Vấp,Hồ Chí Minh,663204,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.8
Ấp Chiến Lược,Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,666356,Tin thường,Phòng trọ Quận Bình Tân, 30m,4.2
71  Nguyễn Bặc,3,Tân Bình,Hồ Chí Minh,665683,Tin thường,Phòng trọ Quận Tân Bình, 35m,2
536A/1  Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,666427,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 28m,6.5
Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,666429,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 35m,7
656  Hà Huy Giáp,Thạnh Xuân,12,Hồ Chí Minh,589170,Tin thường,Phòng trọ Quận 12, 35m,3
Bà Lê Chân,Tân Định,1,Hồ Chí Minh,666431,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 35m,7
208  số 138,Tân Phú,9,Hồ Chí Minh,185422,Tin thường,Phòng trọ Quận 9, 17m,1.7
Phan Văn Trị,7,Gò Vấp,Hồ Chí Minh,666432,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,4.6
Trần Nhật Duật,Tân Định,1,Hồ Chí Minh,666433,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 1, 40m,9
Nguyễn Thị Kiểu,Tân Thới Hiệp,12,Hồ Chí Minh,666434,Tin miễn phí,Phòng trọ Quận 12, 45m,4.2
,16,4,Hồ Chí Minh,611066,Tin thường,Phòng trọ Quận 4, 22m,3.1
106/6  Võ Thị Sáu,Tân Định,1,Hồ Chí Minh,665562,Tin miễn phí,Phòng trọ Quận 1, 20m,4
Võ Thị Liễu,An Phú Đông,12,Hồ Chí Minh,666437,Tin miễn phí,Phòng trọ Quận 12, 22m,3.5
Phạm Văn Chiêu,9,Gò Vấp,Hồ Chí Minh,666438,Tin miễn phí,Phòng trọ Quận Gò Vấp, 28m,4.6
Hương lộ 2,Bình Trị Đông,Bình Tân,Hồ Chí Minh,666439,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.5
,Linh Trung,Thủ Đức,Hồ Chí Minh,606408,Tin thường,Phòng trọ Thủ Đức, 50m,1.7
Trần Xuân Soạn,Tân Kiểng,7,Hồ Chí Minh,666440,Tin miễn phí,Cho thuê căn hộ mini Quận 7, 35m,12
75  số 265,Hiệp Phú,9,Hồ Chí Minh,310128,Tin thường,Phòng trọ Quận 9, 37m,1.6
16  số 61,Long Trường,9,Hồ Chí Minh,595978,Tin thường,Phòng trọ Quận 9, 100m,1.4
54 đường 1  Lê Văn Việt,Hiệp Phú,9,Hồ Chí Minh,646582,Tin thường,Phòng trọ Quận 9, 27m,1.5
94  D3,Tăng Nhơn Phú A,9,Hồ Chí Minh,585679,Tin thường,Phòng trọ Quận 9, 35m,1.5
14  số 8,Tăng Nhơn Phú B,9,Hồ Chí Minh,622269,Tin thường,Phòng trọ Quận 9, 25m,1.4
36  Man Thiện,Hiệp Phú,9,Hồ Chí Minh,306789,Tin thường,Phòng trọ Quận 9, 30m,1.5
,5,10,Hồ Chí Minh,601399,Tin thường,Phòng trọ Quận 10, 12m,2
,Tân Thuận Tây,7,Hồ Chí Minh,595949,Tin thường,Phòng trọ Quận 7, 25m,2.5
68A  Nguyễn Văn Vịnh,Hiệp Tân,Tân Phú,Hồ Chí Minh,108243,Tin thường,Phòng trọ Quận Tân Phú, 20m,2.6
Lưu Chí Hiếu,Tây Thạnh,Tân Phú,Hồ Chí Minh,664842,Tin thường,Phòng trọ Quận Tân Phú, 75m,1.6
,12,10,Hồ Chí Minh,663116,Tin thường,Phòng trọ Quận 10, 30m,1.6
1134/14A  Huỳnh Tấn Phát,Tân Phú,7,Hồ Chí Minh,607749,Tin thường,Phòng trọ Quận 7, 30m,1
D1,Phú Mỹ,7,Hồ Chí Minh,306194,Tin thường,Cho thuê căn hộ Quận 7, 85m,9
68  Đoàn Giỏi,Sơn Kỳ,Tân Phú,Hồ Chí Minh,591951,Tin thường,Cho thuê mặt bằng Quận Tân Phú, 36m,6
458/75  3/2,12,10,Hồ Chí Minh,259357,Tin thường,Phòng trọ Quận 10, 16m,3
C73  số 44,Bình Trưng Tây,2,Hồ Chí Minh,664404,Tin thường,Phòng trọ Quận 2, 20m,2.5
159/1  Hồ Văn Huê,9,Phú Nhuận,Hồ Chí Minh,665510,Tin thường,Phòng trọ Quận Phú Nhuận, 11m,2.3
441/22  Nguyễn Đình Chiểu,5,3,Hồ Chí Minh,591467,Tin thường,Phòng trọ Quận 3, 16m,3.2
851/10A  Huỳnh Tấn Phát,Phú Thuận,7,Hồ Chí Minh,608035,Tin thường,Phòng trọ Quận 7, 25m,2.2
26/11  Lâm Hoành,An Lạc,Bình Tân,Hồ Chí Minh,307062,Tin thường,Phòng trọ Quận Bình Tân, 30m,2.5
35  Cát Linh,Cát Linh,Đống Đa,Hồ Chí Minh,662604,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.7
11  Láng,Láng Thượng,Đống Đa,Hồ Chí Minh,649911,Tin thường,Phòng trọ Quận Đống Đa, 25m,17.5
Phố Khương Thượng,Khương Thượng,Đống Đa,Hồ Chí Minh,662645,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.7
5  Trần Thái Tông,Dịch Vọng,Cầu Giấy,Hồ Chí Minh,649672,Tin thường,Phòng trọ Quận Cầu Giấy, 20m,1.85
238  Hoàng Quốc Việt,Cổ Nhuế 1,Nam Từ Liêm,Hồ Chí Minh,662716,Tin thường,Phòng trọ Quận Nam Từ Liêm, 20m,1.7
436/59/20  Cách Mạng Tháng Tám,11,3,Hồ Chí Minh,666242,Tin thường,Phòng trọ Quận 3, 16m,3
D3,25,Bình Thạnh,Hồ Chí Minh,666252,Tin thường,Phòng trọ Quận Bình Thạnh, 10m,1.8
Mã Lò,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,666269,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.9
Minh Khai,Minh Khai,Hai Bà Trưng,Hồ Chí Minh,665838,Tin thường,Cho thuê nhà Quận Hai Bà Trưng, 35m,13
,11,11,Hồ Chí Minh,636317,Tin thường,Phòng trọ Quận 11, 25m,0.9
,11,10,Hồ Chí Minh,608769,Tin thường,Phòng trọ Quận 10, 22m,0.9
108  Trần Thị Nghĩ,7,Gò Vấp,Hồ Chí Minh,660574,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 25m,5.5
Cách Mạng Tháng Tám,13,10,Hồ Chí Minh,302331,Tin thường,Phòng trọ Quận 10, 22m,0.9
7  Nguyễn Đức Thuận,13,Tân Bình,Hồ Chí Minh,666505,Tin miễn phí,Tìm người ở ghép Quận Tân Bình, 25m,1.6
Dương Quảng Hàm,5,Gò Vấp,Hồ Chí Minh,666507,Tin miễn phí,Phòng trọ Quận Gò Vấp, 28m,4.9
Nguyễn Văn Nghi,5,Gò Vấp,Hồ Chí Minh,666500,Tin miễn phí,Phòng trọ Quận Gò Vấp, 25m,3.9
,3,Bình Thạnh,Hồ Chí Minh,666509,Tin thường,Phòng trọ Quận Bình Thạnh, 40m,5.5
Tây Thạnh,Tây Thạnh,Tân Phú,Hồ Chí Minh,666510,Tin miễn phí,Phòng trọ Quận Tân Phú, 4m,1.6
,Xã Phú Sơn,Huyện Bù Đăng,Hồ Chí Minh,647325,Tin thường,Phòng trọ Huyện Bù Đăng, 20m,0.8
28  Trần Trọng Cung,Tân Thuận Đông,7,Hồ Chí Minh,632489,Tin thường,Phòng trọ Quận 7, 25m,3.8
416  Dương Quảng Hàm,6,Gò Vấp,Hồ Chí Minh,666516,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.7
90 Phố Ngụy Như Kon Tum,Nhân Chính,Thanh Xuân,Hồ Chí Minh,666511,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 30m,7
90 Phố Ngụy Như Kon Tum,Nhân Chính,Thanh Xuân,Hồ Chí Minh,666512,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 30m,6.6
90 Phố Ngụy Như Kon Tum,Nhân Chính,Thanh Xuân,Hồ Chí Minh,666514,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 35m,7.3
90 Phố Ngụy Như Kon Tum,Nhân Chính,Thanh Xuân,Hồ Chí Minh,666515,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Thanh Xuân, 30m,7
364  Dương Quảng Hàm,5,Gò Vấp,Hồ Chí Minh,666517,Tin thường,Phòng trọ Quận Gò Vấp, 30m,3.7
85  số 6,10,Gò Vấp,Hồ Chí Minh,666518,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 50m,9.5
Cách Mạng Tháng Tám,Bến Thành,1,Hồ Chí Minh,666523,Tin miễn phí,Cho thuê mặt bằng Quận 1, 80m,100
Trần Văn Khánh,Tân Thuận Đông,7,Hồ Chí Minh,654076,Tin thường,Phòng trọ Quận 7, 15m,3
566  Nguyễn Thái Sơn,6,Gò Vấp,Hồ Chí Minh,666521,Tin miễn phí,Phòng trọ Quận Gò Vấp, 35m,4
Phố số 59,14,Gò Vấp,Hồ Chí Minh,666520,Tin miễn phí,Phòng trọ Quận Gò Vấp, 25m,3
Huỳnh Tấn Phát,Tân Thuận Tây,7,Hồ Chí Minh,666483,Tin thường,Phòng trọ Quận 7, 35m,1.9
157  Trần Bá Giao,5,Gò Vấp,Hồ Chí Minh,666487,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.7
